year month day hour precipitation[mm] temperature[degC]
0 2 82 1 0 12.16
0 2 82 2 0 11.38
0 2 82 3 0 11.25
0 2 82 4 0 10.21
0 2 82 5 0 10.21
0 2 82 6 0 10.47
0 2 82 7 0 10.73
0 2 82 8 0 11.64
0 2 82 9 0 13.9566666666667
0 2 82 10 0 14.0866666666667
0 2 82 11 0 15.87
0 2 82 12 0 18.2833333333333
0 2 82 13 0 20.57
0 2 82 14 0 22.0933333333333
0 2 82 15 0 20.1866666666667
0 2 82 16 0 17.2666666666667
0 2 82 17 0 16.1266666666667
0 2 82 18 0 15.1033333333333
0 2 82 19 0 14.0866666666667
0 2 82 20 0 13.5733333333333
0 2 82 21 0 13.06
0 2 82 22 0 12.8033333333333
0 2 82 23 0 12.03
0 2 83 0 0 12.42
0 2 83 1 0 12.8066666666667
0 2 83 2 0 11.8966666666667
0 2 83 3 0 10.34
0 2 83 4 0 10.34
0 2 83 5 0 10.47
0 2 83 6 0 9.55333333333333
0 2 83 7 0 9.55666666666667
0 2 83 8 0 11.8933333333333
0 2 83 9 0 17.3933333333333
0 2 83 10 0 20.6966666666667
0 2 83 11 0 19.4233333333333
0 2 83 12 0 19.81
0 2 83 13 0 20.0633333333333
0 2 83 14 0 19.68
0 2 83 15 0 19.42
0 2 83 16 0 18.9133333333333
0 2 83 17 0 19.68
0 2 83 18 0 19.1666666666667
0 2 83 19 0 17.7733333333333
0 2 83 20 0 16.2533333333333
0 2 83 21 0 16.38
0 2 83 22 0 16.76
0 2 83 23 0 16.2533333333333
0 2 84 0 0 17.0133333333333
0 2 84 1 0 14.2166666666667
0 2 84 2 0 13.83
0 2 84 3 0 12.6766666666667
0 2 84 4 0 12.1566666666667
0 2 84 5 0 13.0633333333333
0 2 84 6 0 12.16
0 2 84 7 0 12.55
0 2 84 8 0 14.7166666666667
0 2 84 9 0 19.8066666666667
0 2 84 10 0 22.7333333333333
0 2 84 11 0 20.82
0 2 84 12 0 21.84
0 2 84 13 0 23.5
0 2 84 14 0 22.7333333333333
0 2 84 15 0 21.5833333333333
0 2 84 16 0 22.35
0 2 84 17 0 23.1166666666667
0 2 84 18 0 19.8066666666667
0 2 84 19 0 16.38
0 2 84 20 0 15.6166666666667
0 2 84 21 0 15.2333333333333
0 2 84 22 0 14.5966666666667
0 2 84 23 0 14.2166666666667
0 2 85 0 0 13.83
0 2 85 1 0 13.06
0 2 85 2 0 12.29
0 2 85 3 0 12.29
0 2 85 4 0 12.29
0 2 85 5 0 11.9
0 2 85 6 0 11.64
0 2 85 7 0 10.99
0 2 85 8 0 13.3
0 2 85 9 0 20.57
0 2 85 10 0 23.63
0 2 85 11 0 23.1133333333333
0 2 85 12 0 22.6033333333333
0 2 85 13 0 22.86
0 2 85 14 0 22.4766666666667
0 2 85 15 0 22.86
0 2 85 16 0 22.35
0 2 85 17 0 21.33
0 2 85 18 0 17.3933333333333
0 2 85 19 0 14.7266666666667
0 2 85 20 0 12.9333333333333
0 2 85 21 0 12.6766666666667
0 2 85 22 0 11.9
0 2 85 23 0 11.64
0 2 86 0 0 10.47
0 2 86 1 0 9.81666666666667
0 2 86 2 0 9.61833333333333
0 2 86 3 0 9.42
0 2 86 4 0 8.89333333333333
0 2 86 5 0 8.76333333333333
0 2 86 6 0 8.36333333333333
0 2 86 7 0 8.23
0 2 86 8 0 8.76
0 2 86 9 0 12.5333333333333
0 2 86 10 0 20.06
0 2 86 11 0 21.97
0 2 86 12 0 24.4
0 2 86 13 0 25.0433333333333
0 2 86 14 0 24.53
0 2 86 15 0 24.9133333333333
0 2 86 16 0 24.27
0 2 86 17 0 22.9866666666667
0 2 86 18 0 20.44
0 2 86 19 0 17.2666666666667
0 2 86 20 0 14.5966666666667
0 2 86 21 0 12.5466666666667
0 2 86 22 0 10.73
0 2 86 23 0 9.68666666666667
0 2 87 0 0 9.68666666666667
0 2 87 1 0 8.63
0 2 87 2 0 7.83
0 2 87 3 0 7.43
0 2 87 4 0 6.75666666666667
0 2 87 5 0.245 6.49
0 2 87 6 0 6.62
0 2 87 7 0 6.08333333333333
0 2 87 8 0 6.62
0 2 87 9 0 9.14666666666667
0 2 87 10 0 17.0133333333333
0 2 87 11 0 20.95
0 2 87 12 0 22.2233333333333
0 2 87 13 0 26.21
0 2 87 14 0 27.5166666666667
0 2 87 15 0 27.2566666666667
0 2 87 16 0 25.5633333333333
0 2 87 17 0 25.0466666666667
0 2 87 18 0 22.0933333333333
0 2 87 19 0 19.55
0 2 87 20 0 17.6466666666667
0 2 87 21 0 16.76
0 2 87 22 0 15.87
0 2 87 23 0 13.5766666666667
0 2 88 0 0 12.8033333333333
0 2 88 1 0 11.64
0 2 88 2 0 12.29
0 2 88 3 0 11.9
0 2 88 4 0 10.47
0 2 88 5 0 11.64
0 2 88 6 0 11.25
0 2 88 7 0 13.4466666666667
0 2 88 8 0 14.09
0 2 88 9 0 16.2533333333333
0 2 88 10 0 17.0133333333333
0 2 88 11 0 18.7866666666667
0 2 88 12 0 19.9366666666667
0 2 88 13 0 22.0933333333333
0 2 88 14 0 23.2433333333333
0 2 88 15 0 23.7533333333333
0 2 88 16 0 24.01
0 2 88 17 0 24.4
0 2 88 18 0 22.9866666666667
0 2 88 19 0 19.4233333333333
0 2 88 20 0 16.5066666666667
0 2 88 21 0 14.9766666666667
0 2 88 22 0 13.96
0 2 88 23 0 13.5733333333333
0 2 89 0 0 13.19
0 2 89 1 0 12.55
0 2 89 2 0 12.42
0 2 89 3 0 12.42
0 2 89 4 0 11.38
0 2 89 5 0 10.21
0 2 89 6 0 8.75666666666667
0 2 89 7 0 7.02666666666667
0 2 89 8 0 6.62333333333333
0 2 89 9 0 13.6966666666667
0 2 89 10 0 19.68
0 2 89 11 0 23.2433333333333
0 2 89 12 0 21.84
0 2 89 13 0 21.0766666666667
0 2 89 14 0 19.6766666666667
0 2 89 15 0 19.2933333333333
0 2 89 16 0 17.6466666666667
0 2 89 17 0 16.8866666666667
0 2 89 18 0 17.2666666666667
0 2 89 19 0 16.2533333333333
0 2 89 20 0 13.8266666666667
0 2 89 21 0 11.77
0 2 89 22 0 10.6
0 2 89 23 0 9.42
0 3 90 0 0 8.89666666666667
0 3 90 1 0 10.2066666666667
0 3 90 2 0 11.64
0 3 90 3 0 11.38
0 3 90 4 0 10.73
0 3 90 5 0 10.47
0 3 90 6 0 9.68333333333334
0 3 90 7 0 6.62333333333333
0 3 90 8 0 6.75666666666667
0 3 90 9 0 12.28
0 3 90 10 0 19.0466666666667
0 3 90 11 0 22.4766666666667
0 3 90 12 0 23.6333333333333
0 3 90 13 0 22.3566666666667
0 3 90 14 0 22.4766666666667
0 3 90 15 0 20.95
0 3 90 16 0 20.4433333333333
0 3 90 17 0 19.8066666666667
0 3 90 18 0 18.28
0 3 90 19 0 16.76
0 3 90 20 0 15.2333333333333
0 3 90 21 0 13.1866666666667
0 3 90 22 0 12.03
0 3 90 23 0 10.99
0 3 91 0 0 9.55333333333333
0 3 91 1 0 9.02666666666667
0 3 91 2 0 8.89666666666667
0 3 91 3 0 7.83
0 3 91 4 0 7.02666666666667
0 3 91 5 0 6.49
0 3 91 6 0 6.08333333333333
0 3 91 7 0 5.94666666666667
0 3 91 8 0 6.34666666666667
0 3 91 9 0 13.3066666666667
0 3 91 10 0 20.3133333333333
0 3 91 11 0 21.9666666666667
0 3 91 12 0 22.9866666666667
0 3 91 13 0 24.0133333333333
0 3 91 14 0 22.0933333333333
0 3 91 15 0 22.6033333333333
0 3 91 16 0 21.84
0 3 91 17 0 20.0633333333333
0 3 91 18 0 19.1666666666667
0 3 91 19 0 17.6466666666667
0 3 91 20 0 14.0866666666667
0 3 91 21 0 12.8033333333333
0 3 91 22 0 11.64
0 3 91 23 0 11.77
0 3 92 0 0 10.34
0 3 92 1 0 9.42
0 3 92 2 0 8.36333333333333
0 3 92 3 0 7.96333333333333
0 3 92 4 0 7.96333333333333
0 3 92 5 0 6.62333333333333
0 3 92 6 0 6.75666666666667
0 3 92 7 0 6.22
0 3 92 8 0 7.56
0 3 92 9 0 12.5333333333333
0 3 92 10 0 19.9333333333333
0 3 92 11 0 22.0966666666667
0 3 92 12 0 21.8366666666667
0 3 92 13 0 23.2433333333333
0 3 92 14 0 24.53
0 3 92 15 0 24.4
0 3 92 16 0 22.0933333333333
0 3 92 17 0 22.4766666666667
0 3 92 18 0 23.76
0 3 92 19 0 18.5366666666667
0 3 92 20 0 15.1066666666667
0 3 92 21 0 13.3166666666667
0 3 92 22 0 12.03
0 3 92 23 0 11.25
0 3 93 0 0 11.5066666666667
0 3 93 1 0 13.4466666666667
0 3 93 2 0 14.0866666666667
0 3 93 3 0 14.3433333333333
0 3 93 4 0 13.7033333333333
0 3 93 5 0 12.8033333333333
0 3 93 6 0 12.93
0 3 93 7 0 12.29
0 3 93 8 0 12.93
0 3 93 9 0 17.3933333333333
0 3 93 10 0 19.5533333333333
0 3 93 11 0 23.5033333333333
0 3 93 12 0 24.4
0 3 93 13 0 21.4566666666667
0 3 93 14 0 20.3166666666667
0 3 93 15 0 20.6966666666667
0 3 93 16 0 19.9333333333333
0 3 93 17 0 20.06
0 3 93 18 0 18.7866666666667
0 3 93 19 0 16.2533333333333
0 3 93 20 0 14.0866666666667
0 3 93 21 0 12.29
0 3 93 22 0 10.7266666666667
0 3 93 23 0 9.15666666666667
0 3 94 0 0 8.63
0 3 94 1 0 9.16
0 3 94 2 0 9.29
0 3 94 3 0 8.49666666666667
0 3 94 4 0 8.89666666666667
0 3 94 5 0 9.29
0 3 94 6 0 9.68666666666667
0 3 94 7 0 10.08
0 3 94 8 0 10.73
0 3 94 9 0 12.16
0 3 94 10 0 12.8033333333333
0 3 94 11 0 14.34
0 3 94 12 0 15.9966666666667
0 3 94 13 0 17.52
0 3 94 14 0 18.28
0 3 94 15 0 18.7866666666667
0 3 94 16 0 18.9133333333333
0 3 94 17 0 17.6466666666667
0 3 94 18 0 16.38
0 3 94 19 0 15.49
0 3 94 20 0 14.7233333333333
0 3 94 21 0 14.09
0 3 94 22 0 13.7
0 3 94 23 0 13.4466666666667
0 3 95 0 0 13.5733333333333
0 3 95 1 0 13.7
0 3 95 2 0 13.5733333333333
0 3 95 3 0 13.06
0 3 95 4 0 13.06
0 3 95 5 0 12.93
0 3 95 6 0 12.8033333333333
0 3 95 7 0 12.55
0 3 95 8 0 12.6766666666667
0 3 95 9 0 13.5766666666667
0 3 95 10 0 15.49
0 3 95 11 0 18.5333333333333
0 3 95 12 0 20.6966666666667
0 3 95 13 0 22.6066666666667
0 3 95 14 0 25.5633333333333
0 3 95 15 0 23.5033333333333
0 3 95 16 0 24.53
0 3 95 17 0 22.0933333333333
0 3 95 18 0 19.9333333333333
0 3 95 19 0 17.52
0 3 95 20 0 14.85
0 3 95 21 0 13.32
0 3 95 22 0 13.06
0 3 95 23 0 13.19
0 3 96 0 0 13.32
0 3 96 1 0 13.06
0 3 96 2 0 12.5466666666667
0 3 96 3 0 12.29
0 3 96 4 0 12.93
0 3 96 5 0 12.6766666666667
0 3 96 6 0 12.29
0 3 96 7 0 11.64
0 3 96 8 0 13.06
0 3 96 9 0 15.87
0 3 96 10 0 17.6466666666667
0 3 96 11 0 21.4566666666667
0 3 96 12 0 26.61
0 3 96 13 0 27.1233333333333
0 3 96 14 0 27.5166666666667
0 3 96 15 0 28.1733333333333
0 3 96 16 0 26.08
0 3 96 17 0 24.53
0 3 96 18 0 24.53
0 3 96 19 0 21.8433333333333
0 3 96 20 0 17.3933333333333
0 3 96 21 0 15.1033333333333
0 3 96 22 0 15.7433333333333
0 3 96 23 0 15.36
0 3 97 0 0 14.7233333333333
0 3 97 1 0 13.83
0 3 97 2 0 13.7
0 3 97 3 0 13.5733333333333
0 3 97 4 0 13.06
0 3 97 5 0 12.9333333333333
0 3 97 6 0 10.99
0 3 97 7 0 9.95
0 3 97 8 0 11.3766666666667
0 3 97 9 0 16.63
0 3 97 10 0 19.4233333333333
0 3 97 11 0 21.97
0 3 97 12 0 21.9666666666667
0 3 97 13 0 23.1166666666667
0 3 97 14 0 21.8366666666667
0 3 97 15 0 22.2233333333333
0 3 97 16 0 21.33
0 3 97 17 0 20.6966666666667
0 3 97 18 0 19.1666666666667
0 3 97 19 0 17.0133333333333
0 3 97 20 0 14.9766666666667
0 3 97 21 0 14.3433333333333
0 3 97 22 0 13.83
0 3 97 23 0 13.19
0 3 98 0 0 11.77
0 3 98 1 0 11.12
0 3 98 2 0 10.21
0 3 98 3 0 9.82
0 3 98 4 0 9.55333333333333
0 3 98 5 0 8.89333333333333
0 3 98 6 0 8.36333333333334
0 3 98 7 0 7.29666666666667
0 3 98 8 0 9.54666666666667
0 3 98 9 0 15.2333333333333
0 3 98 10 0 17.3933333333333
0 3 98 11 0 16.8866666666667
0 3 98 12 0 20.3166666666667
0 3 98 13 0 22.22
0 3 98 14 0 22.86
0 3 98 15 0 22.6066666666667
0 3 98 16 0 21.71
0 3 98 17 0 20.4433333333333
0 3 98 18 0 18.0266666666667
0 3 98 19 0 15.6166666666667
0 3 98 20 0 13.7033333333333
0 3 98 21 0 12.6766666666667
0 3 98 22 0 11.64
0 3 98 23 0 10.0766666666667
0 3 99 0 0 9.16
0 3 99 1 0 8.36333333333334
0 3 99 2 0 8.89666666666667
0 3 99 3 0 8.36333333333333
0 3 99 4 0 8.49333333333333
0 3 99 5 0 10.86
0 3 99 6 0 10.99
0 3 99 7 0 10.99
0 3 99 8 0 11.38
0 3 99 9 0 12.6733333333333
0 3 99 10 0 13.83
0 3 99 11 0 15.36
0 3 99 12 0 17.14
0 3 99 13 0 18.9133333333333
0 3 99 14 0 19.9333333333333
0 3 99 15 0 20.6933333333333
0 3 99 16 0 20.57
0 3 99 17 0 19.55
0 3 99 18 0 18.0266666666667
0 3 99 19 0 16.6333333333333
0 3 99 20 0 14.9766666666667
0 3 99 21 0 14.7233333333333
0 3 99 22 0 14.3433333333333
0 3 99 23 0 13.7
0 3 100 0 0 13.19
0 3 100 1 0 12.6766666666667
0 3 100 2 0 12.55
0 3 100 3 0 12.55
0 3 100 4 0 11.9
0 3 100 5 0 10.73
0 3 100 6 0 9.95
0 3 100 7 0 9.55333333333333
0 3 100 8 0 10.6
0 3 100 9 0 13.8266666666667
0 3 100 10 0 16.38
0 3 100 11 0 18.0266666666667
0 3 100 12 0 20.9533333333333
0 3 100 13 0 20.19
0 3 100 14 0 22.61
0 3 100 15 0 25.5633333333333
0 3 100 16 0 23.63
0 3 100 17 0 23.1133333333333
0 3 100 18 0 20.8233333333333
0 3 100 19 0 19.8066666666667
0 3 100 20 0 15.7433333333333
0 3 100 21 0 14.0866666666667
0 3 100 22 0 13.3166666666667
0 3 100 23 0 11.51
0 3 101 0 0 11.9
0 3 101 1 0 11.38
0 3 101 2 0 11.25
0 3 101 3 0 11.51
0 3 101 4 0 10.73
0 3 101 5 0 9.55333333333333
0 3 101 6 0 8.76333333333333
0 3 101 7 0 8.23
0 3 101 8 0 10.5866666666667
0 3 101 9 0 18.5366666666667
0 3 101 10 0 20.6966666666667
0 3 101 11 0 21.71
0 3 101 12 0 20.57
0 3 101 13 0 19.8066666666667
0 3 101 14 0 19.4233333333333
0 3 101 15 0 20.8233333333333
0 3 101 16 0 20.95
0 3 101 17 0 20.44
0 3 101 18 0 20.57
0 3 101 19 0 18.79
0 3 101 20 0 16.38
0 3 101 21 0 14.85
0 3 101 22 0 14.85
0 3 101 23 0 14.85
0 3 102 0 0 14.85
0 3 102 1 1.827 14.85
0 3 102 2 0.203 14.5966666666667
0 3 102 3 0 13.83
0 3 102 4 0 13.06
0 3 102 5 0 12.55
0 3 102 6 0 12.6766666666667
0 3 102 7 0 12.93
0 3 102 8 0 13.3166666666667
0 3 102 9 0 15.9966666666667
0 3 102 10 0 18.7866666666667
0 3 102 11 0 20.1866666666667
0 3 102 12 0 22.0966666666667
0 3 102 13 0 18.5333333333333
0 3 102 14 0 16.8866666666667
0 3 102 15 0 15.3633333333333
0 3 102 16 0 14.0866666666667
0 3 102 17 0 14.0866666666667
0 3 102 18 0 14.2166666666667
0 3 102 19 0 13.7033333333333
0 3 102 20 0 13.06
0 3 102 21 0 12.55
0 3 102 22 0 12.55
0 3 102 23 0 12.16
0 3 103 0 0 12.16
0 3 103 1 0 12.16
0 3 103 2 0 11.77
0 3 103 3 0 11.51
0 3 103 4 0 11.77
0 3 103 5 0 11.77
0 3 103 6 0 11.77
0 3 103 7 0 10.86
0 3 103 8 0 11.38
0 3 103 9 0 16.8833333333333
0 3 103 10 0 17.14
0 3 103 11 0 16.5066666666667
0 3 103 12 0 16.76
0 3 103 13 0 18.1533333333333
0 3 103 14 0 20.19
0 3 103 15 0 22.0966666666667
0 3 103 16 0 22.73
0 3 103 17 0 19.6766666666667
0 3 103 18 0 17.9
0 3 103 19 0 16.5066666666667
0 3 103 20 0 14.85
0 3 103 21 0 13.83
0 3 103 22 0 13.4466666666667
0 3 103 23 0 13.32
0 3 104 0 0.203 13.32
0 3 104 1 0.406 13.19
0 3 104 2 0.203 12.16
0 3 104 3 0 11.64
0 3 104 4 0.203 11.77
0 3 104 5 0 11.64
0 3 104 6 0 11.38
0 3 104 7 0 11.77
0 3 104 8 0.203 11.77
0 3 104 9 0 11.77
0 3 104 10 0 12.5466666666667
0 3 104 11 0 13.83
0 3 104 12 0 16.63
0 3 104 13 0 15.4866666666667
0 3 104 14 0 17.14
0 3 104 15 0 18.7866666666667
0 3 104 16 0 19.5533333333333
0 3 104 17 0 17.6466666666667
0 3 104 18 0 16.76
0 3 104 19 0 16.38
0 3 104 20 0 15.6166666666667
0 3 104 21 0 13.5766666666667
0 3 104 22 0 12.8033333333333
0 3 104 23 0 12.93
0 3 105 0 0 13.19
0 3 105 1 0 13.32
0 3 105 2 0 13.06
0 3 105 3 0.203 12.93
0 3 105 4 0 12.8033333333333
0 3 105 5 0 12.16
0 3 105 6 0 12.16
0 3 105 7 0 12.29
0 3 105 8 0 12.8033333333333
0 3 105 9 0 14.3433333333333
0 3 105 10 0 16.2533333333333
0 3 105 11 0.812 15.2333333333333
0 3 105 12 0.609 14.0866666666667
0 3 105 13 0 13.4466666666667
0 3 105 14 0 14.3433333333333
0 3 105 15 0 16.3766666666667
0 3 105 16 0 21.2033333333333
0 3 105 17 0 20.06
0 3 105 18 0 19.0433333333333
0 3 105 19 0 18.03
0 3 105 20 0 14.7266666666667
0 3 105 21 0 13.83
0 3 105 22 0 14.09
0 3 105 23 0 13.5733333333333
0 3 106 0 0 13.19
0 3 106 1 0 12.29
0 3 106 2 1.421 12.55
0 3 106 3 0.203 12.8033333333333
0 3 106 4 0 12.03
0 3 106 5 0 11.25
0 3 106 6 4.263 11.64
0 3 106 7 2.639 11.77
0 3 106 8 0 10.99
0 3 106 9 0 11.64
0 3 106 10 0 14.9766666666667
0 3 106 11 0 16.2533333333333
0 3 106 12 0 18.66
0 3 106 13 0 20.6966666666667
0 3 106 14 0 22.6066666666667
0 3 106 15 0 21.71
0 3 106 16 0 19.6766666666667
0 3 106 17 0 16.5066666666667
0 3 106 18 0 14.98
0 3 106 19 0 14.2133333333333
0 3 106 20 0 12.93
0 3 106 21 0 11.38
0 3 106 22 0 10.73
0 3 106 23 0 10.21
0 3 107 0 0 9.95
0 3 107 1 0 9.16
0 3 107 2 0 9.42
0 3 107 3 0 8.36333333333333
0 3 107 4 0 8.23
0 3 107 5 0 7.83
0 3 107 6 0 7.43
0 3 107 7 0 7.16333333333333
0 3 107 8 0 10.72
0 3 107 9 0 17.3933333333333
0 3 107 10 0 21.84
0 3 107 11 0 22.35
0 3 107 12 0 21.46
0 3 107 13 0 17.6466666666667
0 3 107 14 0 17.9
0 3 107 15 0 19.4233333333333
0 3 107 16 0 19.4233333333333
0 3 107 17 0 20.4433333333333
0 3 107 18 0 19.8066666666667
0 3 107 19 0 18.0266666666667
0 3 107 20 0 15.7433333333333
0 3 107 21 0 13.1866666666667
0 3 107 22 0 12.6766666666667
0 3 107 23 0 11.77
0 3 108 0 0 11.25
0 3 108 1 0 10.34
0 3 108 2 0 9.94666666666667
0 3 108 3 0 9.42333333333333
0 3 108 4 0 9.15666666666667
0 3 108 5 0 8.63
0 3 108 6 0 8.63
0 3 108 7 0 8.49666666666667
0 3 108 8 0 12.27
0 3 108 9 0 19.68
0 3 108 10 0 23.5
0 3 108 11 0 23.8866666666667
0 3 108 12 0 25.6933333333333
0 3 108 13 0 27.1233333333333
0 3 108 14 0 25.95
0 3 108 15 0 24.4
0 3 108 16 0 22.99
0 3 108 17 0 22.4766666666667
0 3 108 18 0 23.1166666666667
0 3 108 19 0 22.0933333333333
0 3 108 20 0 17.6466666666667
0 3 108 21 0 14.9766666666667
0 3 108 22 0 14.5966666666667
0 3 108 23 0 13.7033333333333
0 3 109 0 0 12.8033333333333
0 3 109 1 0 12.6766666666667
0 3 109 2 0 12.6766666666667
0 3 109 3 0 12.8033333333333
0 3 109 4 0 12.5466666666667
0 3 109 5 0 12.16
0 3 109 6 0 12.16
0 3 109 7 0 12.29
0 3 109 8 0 13.19
0 3 109 9 0 15.49
0 3 109 10 0 19.0433333333333
0 3 109 11 0 23.2433333333333
0 3 109 12 0 22.6033333333333
0 3 109 13 0 24.9166666666667
0 3 109 14 0 28.1766666666667
0 3 109 15 0 26.9933333333333
0 3 109 16 0 25.4333333333333
0 3 109 17 0 25.4333333333333
0 3 109 18 0 25.0466666666667
0 3 109 19 0 23.2433333333333
0 3 109 20 0 19.8033333333333
0 3 109 21 0 17.0133333333333
0 3 109 22 0 15.7433333333333
0 3 109 23 0 14.2133333333333
0 3 110 0 0 13.4466666666667
0 3 110 1 0 12.16
0 3 110 2 0 11.64
0 3 110 3 0 11.9
0 3 110 4 0 11.38
0 3 110 5 0 10.73
0 3 110 6 0 10.08
0 3 110 7 0 9.82
0 3 110 8 0 14.8433333333333
0 3 110 9 0 21.8433333333333
0 3 110 10 0 23.7566666666667
0 3 110 11 0 27.13
0 3 110 12 0 30.9833333333333
0 3 110 13 0 28.45
0 3 110 14 0 26.7333333333333
0 3 110 15 0 26.08
0 3 110 16 0 24.1433333333333
0 3 110 17 0 22.4766666666667
0 3 110 18 0 22.35
0 3 110 19 0 21.0766666666667
0 3 110 20 0 18.79
0 3 110 21 0 17.6466666666667
0 3 110 22 0 17.2666666666667
0 3 110 23 0 16
0 3 111 0 0 15.49
0 3 111 1 0 14.9766666666667
0 3 111 2 0 14.7233333333333
0 3 111 3 0 14.09
0 3 111 4 0 13.32
0 3 111 5 0 13.4466666666667
0 3 111 6 0 13.4466666666667
0 3 111 7 0 12.9333333333333
0 3 111 8 0 13.4466666666667
0 3 111 9 0 16.3766666666667
0 3 111 10 0 21.0733333333333
0 3 111 11 0 24.0166666666667
0 3 111 12 0 28.0466666666667
0 3 111 13 0 26.6
0 3 111 14 0 25.69
0 3 111 15 0 27.1266666666667
0 3 111 16 0 29.5
0 3 111 17 0 28.5733333333333
0 3 111 18 0 23.8866666666667
0 3 111 19 0 22.86
0 3 111 20 0 21.5833333333333
0 3 111 21 0 20.19
0 3 111 22 0 19.8066666666667
0 3 111 23 0 18.1533333333333
0 3 112 0 0 17.52
0 3 112 1 0 17.14
0 3 112 2 0 17.2666666666667
0 3 112 3 0 17.14
0 3 112 4 0 17.0133333333333
0 3 112 5 0 17.0133333333333
0 3 112 6 0 16.2533333333333
0 3 112 7 0 16
0 3 112 8 0 20.3133333333333
0 3 112 9 0 23.76
0 3 112 10 0 28.18
0 3 112 11 0 29.24
0 3 112 12 0 27.78
0 3 112 13 0 27.3933333333333
0 3 112 14 0 29.1
0 3 112 15 0 28.97
0 3 112 16 0 28.7
0 3 112 17 0 26.6
0 3 112 18 0 24.9166666666667
0 3 112 19 0 24.9166666666667
0 3 112 20 0 22.22
0 3 112 21 0 20.06
0 3 112 22 0 18.1533333333333
0 3 112 23 0 16.1233333333333
0 3 113 0 0 13.96
0 3 113 1 0 14.5966666666667
0 3 113 2 0 14.2166666666667
0 3 113 3 0 13.96
0 3 113 4 0 13.5766666666667
0 3 113 5 0 12.6766666666667
0 3 113 6 0 12.5466666666667
0 3 113 7 0 12.29
0 3 113 8 0 17.52
0 3 113 9 0 24.67
0 3 113 10 0 29.11
0 3 113 11 0 28.9766666666667
0 3 113 12 0 27.7833333333333
0 3 113 13 0 29.1
0 3 113 14 0 27.1233333333333
0 3 113 15 0 27.5166666666667
0 3 113 16 0 27.52
0 3 113 17 0 27.6466666666667
0 3 113 18 0 25.4333333333333
0 3 113 19 0 24.0133333333333
0 3 113 20 0 20.44
0 3 113 21 0 18.28
0 3 113 22 0 17.52
0 3 113 23 0 16.5066666666667
0 3 114 0 0 16.2533333333333
0 3 114 1 0 15.7466666666667
0 3 114 2 0 15.36
0 3 114 3 0 15.1033333333333
0 3 114 4 0 15.2333333333333
0 3 114 5 0 14.7233333333333
0 3 114 6 0 14.5966666666667
0 3 114 7 0 15.1033333333333
0 3 114 8 0 16.5066666666667
0 3 114 9 0 20.1866666666667
0 3 114 10 0 23.7566666666667
0 3 114 11 0 24.14
0 3 114 12 0 25.6933333333333
0 3 114 13 0 27.7833333333333
0 3 114 14 0 28.9666666666667
0 3 114 15 0 27.78
0 3 114 16 0 27.78
0 3 114 17 0 27.5166666666667
0 3 114 18 0 25.8233333333333
0 3 114 19 0 23.37
0 3 114 20 0 20.6966666666667
0 3 114 21 0 18.28
0 3 114 22 0 17.2666666666667
0 3 114 23 0 16.6333333333333
0 3 115 0 0 16
0 3 115 1 0 15.2333333333333
0 3 115 2 0 15.1033333333333
0 3 115 3 0 14.3433333333333
0 3 115 4 0 14.47
0 3 115 5 0 13.83
0 3 115 6 0 13.4433333333333
0 3 115 7 0 13.1866666666667
0 3 115 8 0 17.9033333333333
0 3 115 9 0 23.5033333333333
0 3 115 10 0 26.6
0 3 115 11 0 27.91
0 3 115 12 0 28.1766666666667
0 3 115 13 0 29.2333333333333
0 3 115 14 0 29.2333333333333
0 3 115 15 0 28.9666666666667
0 3 115 16 0 28.44
0 3 115 17 0 28.1766666666667
0 3 115 18 0 27.2566666666667
0 3 115 19 0 25.8233333333333
0 3 115 20 0 22.9933333333333
0 3 115 21 0 18.41
0 3 115 22 0 16.5066666666667
0 3 115 23 0 16.38
0 3 116 0 0 15.2333333333333
0 3 116 1 0 12.9333333333333
0 3 116 2 0 11.9
0 3 116 3 0 11.51
0 3 116 4 0 10.6
0 3 116 5 0 10.6
0 3 116 6 0 9.55333333333333
0 3 116 7 0 10.0766666666667
0 3 116 8 0 15.87
0 3 116 9 0 23.8966666666667
0 3 116 10 0 31.6633333333333
0 3 116 11 0 33.87
0 3 116 12 0 33.8733333333333
0 3 116 13 0 34.71
0 3 116 14 0 35.27
0 3 116 15 0 34.57
0 3 116 16 0 31.12
0 3 116 17 0 30.3066666666667
0 3 116 18 0 28.44
0 3 116 19 0 27.52
0 3 116 20 0 24.2766666666667
0 3 116 21 0 19.55
0 3 116 22 0 18.9133333333333
0 3 116 23 0 17.0133333333333
0 3 117 0 0 15.7433333333333
0 3 117 1 0 14.7233333333333
0 3 117 2 0 14.2166666666667
0 3 117 3 0 14.7233333333333
0 3 117 4 0 14.5966666666667
0 3 117 5 0 14.3433333333333
0 3 117 6 0 14.85
0 3 117 7 0 14.8533333333333
0 3 117 8 0 19.2966666666667
0 3 117 9 0 23.7566666666667
0 3 117 10 0 26.6033333333333
0 3 117 11 0 29.2333333333333
0 3 117 12 0 31.5266666666667
0 3 117 13 0 32.62
0 3 117 14 0 32.5
0 3 117 15 0 31.9333333333333
0 3 117 16 0 33.3133333333333
0 3 117 17 0 32.7566666666667
0 3 117 18 0 30.1766666666667
0 3 117 19 0 25.3066666666667
0 3 117 20 0 21.46
0 3 117 21 0 18.9133333333333
