year	day	hour	rain	temperature	water_L0_crust0	water_L0_crust1	water_L0_crust2	water_L0_crust3	water_L0_veg	moisture_L1_crust0	moisture_L1_crust1	moisture_L1_crust2	moisture_L1_crust3	moisture_L1_veg	moisture_L2_crust0	moisture_L2_crust1	moisture_L2_crust2	moisture_L2_crust3	moisture_L2_veg	infiltration_L1_crust0	infiltration_L1_crust1	infiltration_L1_crust2	infiltration_L1_crust3	infiltration_L1_veg	drainage_L1_crust0	drainage_L1_crust1	drainage_L1_crust2	drainage_L1_crust3	drainage_L1_veg	drainage_L2_crust0	drainage_L2_crust1	drainage_L2_crust2	drainage_L2_crust3	drainage_L2_veg	QD_L0_crust0	QD_L0_crust1	QD_L0_crust2	QD_L0_crust3	QD_L0_veg	EP_L1_crust0	EP_L1_crust1	EP_L1_crust2	EP_L1_crust3	EP_L1_veg
0	228	22	0	23.24	0	0	0	0	0	0	0.0126873	0.0154303	0.0167066	0.0101872	0	0.0171503	0.0199703	0.0216912	0.0106148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.016045	0.0166655	0.0182676	0.0018988
0	228	23	0	22.22	0	0	0	0	0	0	0.0124219	0.0151544	0.0164042	0.0101572	0	0.0171434	0.0199632	0.0216835	0.0105988	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0164819	0.017122	0.0187678	0.00185291
0	229	0	0	21.9633	0	0	0	0	0	0	0.0124317	0.0151644	0.0164152	0.0101581	0	0.017136	0.0199557	0.0216752	0.0105981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0164819	0.017122	0.0187678	0.00185291
0	229	1	0	21.8367	0	0	0	0	0	0	0.0124415	0.0151744	0.0164261	0.010159	0	0.0171287	0.0199483	0.021667	0.0105974	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0164819	0.017122	0.0187678	0.00185291
0	229	2	0	22.35	0	0	0	0	0	0	0.0124512	0.0151843	0.016437	0.0101599	0	0.0171214	0.0199408	0.0216589	0.0105967	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0164819	0.017122	0.0187678	0.00185291
0	229	3	0	22.35	0	0	0	0	0	0	0.012461	0.0151942	0.0164479	0.0101608	0	0.0171141	0.0199334	0.0216507	0.0105961	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0164819	0.017122	0.0187678	0.00185291
0	229	4	0	22.22	0	0	0	0	0	0	0.0124706	0.015204	0.0164587	0.0101617	0	0.0171068	0.019926	0.0216426	0.0105954	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0164819	0.017122	0.0187678	0.00185291
0	229	5	0	22.35	0	0	0	0	0	0	0.0124803	0.0152138	0.0164695	0.0101626	0	0.0170996	0.0199187	0.0216345	0.0105947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0164819	0.017122	0.0187678	0.00185291
0	229	6	0	22.09	0	0	0	0	0	0	0.0124899	0.0152236	0.0164802	0.0101635	0	0.0170924	0.0199113	0.0216265	0.010594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0164819	0.017122	0.0187678	0.00185291
0	229	7	0	21.8367	0	0	0	0	0	0	0.0124994	0.0152334	0.0164909	0.0101644	0	0.0170852	0.019904	0.0216185	0.0105934	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0164819	0.017122	0.0187678	0.00185291
0	229	8	0	22.4767	0	0	0	0	0	0	0.012509	0.0152431	0.0165016	0.0101653	0	0.0170781	0.0198967	0.0216105	0.0105927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0164819	0.017122	0.0187678	0.00185291
0	229	9	0	25.1733	0	0	0	0	0	0	0.0125185	0.0152528	0.0165122	0.0101662	0	0.017071	0.0198895	0.0216025	0.010592	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0164819	0.017122	0.0187678	0.00185291
0	229	10	0	25.95	0	0	0	0	0	0	0.0125279	0.0152624	0.0165228	0.0101671	0	0.0170639	0.0198822	0.0215946	0.0105914	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0164819	0.017122	0.0187678	0.00185291
0	229	11	0	29.7667	0	0	0	0	0	0	0.0125374	0.015272	0.0165333	0.010168	0	0.0170568	0.019875	0.0215866	0.0105907	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0164819	0.017122	0.0187678	0.00185291
0	229	12	0	28.9767	0	0	0	0	0	0	0.0125468	0.0152816	0.0165438	0.0101689	0	0.0170497	0.0198679	0.0215788	0.01059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0164819	0.017122	0.0187678	0.00185291
0	229	13	0	26.9967	0	0	0	0	0	0	0.0125561	0.0152911	0.0165543	0.0101697	0	0.0170427	0.0198607	0.0215709	0.0105894	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0164819	0.017122	0.0187678	0.00185291
0	229	14	0	30.18	0	0	0	0	0	0	0.0125655	0.0153006	0.0165647	0.0101706	0	0.0170357	0.0198536	0.0215631	0.0105887	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0164819	0.017122	0.0187678	0.00185291
0	229	15	0	31.7933	0	0	0	0	0	0	0.0125747	0.0153101	0.0165751	0.0101715	0	0.0170287	0.0198465	0.0215553	0.0105881	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0164819	0.017122	0.0187678	0.00185291
0	229	16	0	31.66	0	0	0	0	0	0	0.012584	0.0153195	0.0165855	0.0101724	0	0.0170218	0.0198394	0.0215475	0.0105874	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0164819	0.017122	0.0187678	0.00185291
0	229	17	0	30.0367	0	0	0	0	0	0	0.0125932	0.0153289	0.0165958	0.0101732	0	0.0170149	0.0198324	0.0215398	0.0105868	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0164819	0.017122	0.0187678	0.00185291
0	229	18	0	28.7033	0	0	0	0	0	0	0.0126024	0.0153383	0.016606	0.0101741	0	0.017008	0.0198253	0.0215321	0.0105861	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0164819	0.017122	0.0187678	0.00185291
0	229	19	0	26.6	0	0	0	0	0	0	0.0126116	0.0153476	0.0166163	0.0101749	0	0.0170011	0.0198184	0.0215244	0.0105855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0164819	0.017122	0.0187678	0.00185291
0	229	20	0	24.9167	0	0	0	0	0	0	0.0126207	0.0153569	0.0166265	0.0101758	0	0.0169943	0.0198114	0.0215168	0.0105849	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0164819	0.017122	0.0187678	0.00185291
0	229	21	0	24.27	0	0	0	0	0	0	0.0126298	0.0153661	0.0166367	0.0101766	0	0.0169875	0.0198044	0.0215091	0.0105842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0164819	0.017122	0.0187678	0.00185291
0	229	22	0.7105	24.01	0	0	0	0	0	0	0.0126389	0.0153754	0.0166468	0.0101775	0	0.0169807	0.0197975	0.0215015	0.0105836	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.203056	0.198574	1.05988	0.0685645	0	0.0164819	0.017122	0.0187678	0.00185291
0	229	23	0.3045	22.9867	0	0	0	0	0	0	0.0124242	0.0151521	0.0164021	0.010152	0	0.0169739	0.0197906	0.021494	0.0105706	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0741624	0.0744034	0.404432	0.0431653	0	0.0134204	0.013949	0.0152891	0.00157878
0	230	0	0.406	21.0767	0	0	0	0	0	0	0.0124337	0.0151617	0.0164126	0.0101529	0	0.0169668	0.0197834	0.021486	0.01057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.116129	0.115007	0.619284	0.0526985	0	0.0134204	0.013949	0.0152891	0.00157878
0	230	1	0	20.6967	0	0	0	0	0	0	0.0124431	0.0151713	0.0164232	0.0101538	0	0.0169597	0.0197762	0.0214781	0.0105693	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00022297	0	0	0.0134204	0.013949	0.0152891	0.00157878
0	230	2	0	20.6967	0	0	0	0	0	0	0.0124525	0.0151809	0.0164337	0.0101546	0	0.0169527	0.019769	0.0214702	0.0105687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0134204	0.013949	0.0152891	0.00157878
0	230	3	0	20.8233	0	0	0	0	0	0	0.0124618	0.0151904	0.0164442	0.0101555	0	0.0169457	0.0197618	0.0214624	0.010568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0134204	0.013949	0.0152891	0.00157878
0	230	4	0	21.0767	0	0	0	0	0	0	0.0124712	0.0151999	0.0164546	0.0101563	0	0.0169387	0.0197547	0.0214546	0.0105674	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0134204	0.013949	0.0152891	0.00157878
0	230	5	0	20.95	0	0	0	0	0	0	0.0124804	0.0152094	0.016465	0.0101572	0	0.0169317	0.0197476	0.0214468	0.0105667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0134204	0.013949	0.0152891	0.00157878
0	230	6	0	20.19	0	0	0	0	0	0	0.0124897	0.0152188	0.0164754	0.010158	0	0.0169248	0.0197405	0.021439	0.0105661	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0134204	0.013949	0.0152891	0.00157878
0	230	7	0	19.9367	0	0	0	0	0	0	0.0124989	0.0152282	0.0164857	0.0101589	0	0.0169179	0.0197335	0.0214313	0.0105654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0134204	0.013949	0.0152891	0.00157878
0	230	8	0	21.9667	0	0	0	0	0	0	0.0125081	0.0152376	0.016496	0.0101597	0	0.016911	0.0197265	0.0214235	0.0105648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0134204	0.013949	0.0152891	0.00157878
0	230	9	0	25.0567	0	0	0	0	0	0	0.0125173	0.0152469	0.0165062	0.0101606	0	0.0169041	0.0197195	0.0214159	0.0105642	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0134204	0.013949	0.0152891	0.00157878
0	230	10	0	32.9	0	0	0	0	0	0	0.0125264	0.0152562	0.0165164	0.0101614	0	0.0168973	0.0197125	0.0214082	0.0105636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0134204	0.013949	0.0152891	0.00157878
0	230	11	0	34.71	0	0	0	0	0	0	0.0125355	0.0152655	0.0165266	0.0101623	0	0.0168904	0.0197055	0.0214006	0.0105629	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0134204	0.013949	0.0152891	0.00157878
0	230	12	0	34.5767	0	0	0	0	0	0	0.0125445	0.0152747	0.0165367	0.0101631	0	0.0168837	0.0196986	0.021393	0.0105623	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0134204	0.013949	0.0152891	0.00157878
0	230	13	0	31.93	0	0	0	0	0	0	0.0125535	0.0152839	0.0165468	0.0101639	0	0.0168769	0.0196917	0.0213854	0.0105617	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0134204	0.013949	0.0152891	0.00157878
0	230	14	0	32.0667	0	0	0	0	0	0	0.0125625	0.0152931	0.0165569	0.0101647	0	0.0168702	0.0196849	0.0213779	0.0105611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0134204	0.013949	0.0152891	0.00157878
0	230	15	0	31.6567	0	0	0	0	0	0	0.0125715	0.0153022	0.0165669	0.0101656	0	0.0168634	0.019678	0.0213703	0.0105604	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0134204	0.013949	0.0152891	0.00157878
