Crust moisture [-]
0.123048	0.178543	0.124616	0.123048	0.124063	0.14439	0.14772	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048	0.166326	0.125266	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048	0.12393	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048	0.123423	0.123048	0.123048	0.123048	0.123048	0.123048	0.123408	0.123048	0.123048	0.123048	0.123048	0.123048	0.123418	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048
0.123048	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048	0.163217	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048	0.140297	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048	0.123465	0.123048	0.123048	0.123048	0.123048	0.123048	0.12431	0.123048	0.123048	0.123048	0.123048	0.123048	0.123454	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048
0.123048	0.123048	0.123048	0.123048	0.123048	0.123048	0.127364	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048	0.186562	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048	0.123448	0.126936	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048	0.127309	0.1235	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048	0.125115	0.124998	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048
0.123048	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048	0.123947	0.161837	0.124431	0.123048	0.123048	0.123048	0.123048	0.127985	0.123253	0.123048	0.123048	0.129914	0.123048	0.123048	0.123048	0.123048	0.123287	0.123428	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048	0.124118	0.123356	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048
0.123048	0.123048	0.123048	0.123048	0.137737	0.123427	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048	0.125818	0.15792	0.147241	0.186593	0.166742	0.139619	0.123048	0.123048	0.123048	0.123048	0.133971	0.123048	0.123048	0.123048	0.123048	0.123048	0.168509	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048	0.123681	0.124071	0.123048	0.13715	0.126337	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048
0.131665	0.126118	0.128835	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048	0.168977	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048	0.123545	0.123238	0.123729	0.123048	0.123048	0.123048	0.206277	0.14768	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048	0.161401	0.123048	0.128809	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048	0.124101	0.173165	0.186593	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048
0.123048	0.125795	0.127051	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048	0.16275	0.123048	0.123048	0.123048	0.123048	0.140147	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048	0.12379	0.123433	0.123532	0.123763	0.123719	0.123911	0.123048	0.123048	0.165411	0.130436	0.123048	0.123048	0.123048	0.135563	0.133153	0.123048	0.123048	0.123048	0.164134	0.148559	0.123048	0.123048	0.126941	0.123048	0.123048	0.123048	0.123048	0.123048	0.15037	0.123048	0.123048	0.123048	0.123048	0.13241	0.134162	0.124418	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048
0.123048	0.165703	0.157586	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048	0.124743	0.123048	0.123048	0.123048	0.123048	0.130728	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048	0.12382	0.123048	0.123048	0.127418	0.124978	0.124031	0.123348	0.123233	0.123567	0.123048	0.123048	0.123048	0.123048	0.123355	0.176994	0.123048	0.136163	0.126341	0.123048	0.163566	0.152765	0.123048	0.123048	0.123048	0.123048	0.123048	0.153639	0.125355	0.162526	0.163803	0.127704	0.123048	0.123048	0.142578	0.123048	0.123048	0.123927	0.123745	0.12336	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048
0.12609	0.123048	0.123048	0.123048	0.126996	0.124578	0.123048	0.124336	0.12347	0.123545	0.123404	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048	0.127439	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048	0.124631	0.124409	0.123775	0.123649	0.124245	0.123599	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048	0.129922	1	0.123048	0.123048	0.123048	0.123048	0.123048	0.123269	0.123438	0.129199	0.124102	0.127534	0.12545	0.180052	0.186593	0.130095	0.123048	0.123048	0.123048	0.123048	0.123274	0.123418	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048
0.134671	0.123087	0.123048	0.123423	0.123048	0.123048	0.124462	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048	0.136299	0.123048	0.129681	0.123048	0.123048	0.123048	0.123048	0.12472	0.12379	0.124073	0.128412	0.125038	0.125046	0.123364	0.123315	0.123539	0.123472	0.123806	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048	0.124059	0.124563	0.124511	0.123246	0.123295	0.127804	0.124035	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048	0.123048
