year	day	hour	rain	temperature	MeanWaterL0_abs	moisture_L1	moisture_L2	infiltration_L1	infiltration_L2	infiltration_tot	drainage_L1	drainage_L2	QD	QDlost	potEP	EP_L0	EP_L1	EP_L2	EP_tot	transpiration_L1	transpiration_L2	E_L1	layerDiff
0	303	3	0	15.23	0	0.0128886	0.0161284	0	0	0	0	0	0	0	3.568	0	0.0160874	0.00397956	0.020067	0.00608515	0.00397956	0.0100022	-0.000331472
0	303	4	0	15.1033	0	0.0128953	0.0161234	0	0	0	0	0	0	0	3.568	0	0.0160874	0.00397956	0.020067	0.00608515	0.00397956	0.0100022	-0.000330266
0	303	5	0	15.23	0	0.012902	0.0161183	0	0	0	0	0	0	0	3.568	0	0.0160874	0.00397956	0.020067	0.00608515	0.00397956	0.0100022	-0.000329064
0	303	6	0	14.9767	0	0.0129087	0.0161133	0	0	0	0	0	0	0	3.568	0	0.0160874	0.00397956	0.020067	0.00608515	0.00397956	0.0100022	-0.000327867
0	303	7	0	14.9767	0	0.0129154	0.0161083	0	0	0	0	0	0	0	3.568	0	0.0160874	0.00397956	0.020067	0.00608515	0.00397956	0.0100022	-0.000326674
0	303	8	0	17.9033	0	0.012922	0.0161034	0	0	0	0	0	0	0	3.568	0	0.0160874	0.00397956	0.020067	0.00608515	0.00397956	0.0100022	-0.000325486
0	303	9	0	25.18	0	0.0129286	0.0160984	0	0	0	0	0	0	0	3.568	0	0.0160874	0.00397956	0.020067	0.00608515	0.00397956	0.0100022	-0.000324302
0	303	10	0	30.8533	0	0.0129352	0.0160935	0	0	0	0	0	0	0	3.568	0	0.0160874	0.00397956	0.020067	0.00608515	0.00397956	0.0100022	-0.000323122
0	303	11	0	31.7967	0	0.0129418	0.0160885	0	0	0	0	0	0	0	3.568	0	0.0160874	0.00397956	0.020067	0.00608515	0.00397956	0.0100022	-0.000321946
0	303	12	0	29.9033	0	0.0129483	0.0160836	0	0	0	0	0	0	0	3.568	0	0.0160874	0.00397956	0.020067	0.00608515	0.00397956	0.0100022	-0.000320775
0	303	13	0	30.3067	0	0.0129549	0.0160787	0	0	0	0	0	0	0	3.568	0	0.0160874	0.00397956	0.020067	0.00608515	0.00397956	0.0100022	-0.000319608
0	303	14	0	30.85	0	0.0129614	0.0160739	0	0	0	0	0	0	0	3.568	0	0.0160874	0.00397956	0.020067	0.00608515	0.00397956	0.0100022	-0.000318445
0	303	15	0	30.04	0	0.0129678	0.016069	0	0	0	0	0	0	0	3.568	0	0.0160874	0.00397956	0.020067	0.00608515	0.00397956	0.0100022	-0.000317287
0	303	16	0	28.0433	0	0.0129743	0.0160642	0	0	0	0	0	0	0	3.568	0	0.0160874	0.00397956	0.020067	0.00608515	0.00397956	0.0100022	-0.000316133
0	303	17	0	24.0133	0	0.0129807	0.0160594	0	0	0	0	0	0	0	3.568	0	0.0160874	0.00397956	0.020067	0.00608515	0.00397956	0.0100022	-0.000314982
0	303	18	0	21.46	0	0.0129871	0.0160546	0	0	0	0	0	0	0	3.568	0	0.0160874	0.00397956	0.020067	0.00608515	0.00397956	0.0100022	-0.000313836
0	303	19	0	20.0633	0	0.0129935	0.0160498	0	0	0	0	0	0	0	3.568	0	0.0160874	0.00397956	0.020067	0.00608515	0.00397956	0.0100022	-0.000312695
0	303	20	0	19.55	0	0.0129998	0.016045	0	0	0	0	0	0	0	3.568	0	0.0160874	0.00397956	0.020067	0.00608515	0.00397956	0.0100022	-0.000311557
0	303	21	0	19.04	0	0.0130062	0.0160403	0	0	0	0	0	0	0	3.568	0	0.0160874	0.00397956	0.020067	0.00608515	0.00397956	0.0100022	-0.000310424
0	303	22	0	17.9	0	0.0130125	0.0160355	0	0	0	0	0	0	0	3.568	0	0.0160874	0.00397956	0.020067	0.00608515	0.00397956	0.0100022	-0.000309294
0	303	23	0	17.14	0	0.0127491	0.0160016	0	0	0	0	0	0	0	3.16451	0	0.0139204	0.00345223	0.0173726	0.0052372	0.00345223	0.00868318	-0.000308169
0	304	0	0	16.38	0	0.0127605	0.0159966	0	0	0	0	0	0	0	3.16451	0	0.0139204	0.00345223	0.0173726	0.0052372	0.00345223	0.00868318	-0.000330604
0	304	1	0	15.6167	0	0.0127719	0.0159915	0	0	0	0	0	0	0	3.16451	0	0.0139204	0.00345223	0.0173726	0.0052372	0.00345223	0.00868318	-0.000329402
