year	day	hour	rain	temperature	water_L0_crust0	water_L0_crust1	water_L0_crust2	water_L0_crust3	water_L0_veg	moisture_L1_crust0	moisture_L1_crust1	moisture_L1_crust2	moisture_L1_crust3	moisture_L1_veg	moisture_L2_crust0	moisture_L2_crust1	moisture_L2_crust2	moisture_L2_crust3	moisture_L2_veg	infiltration_L1_crust0	infiltration_L1_crust1	infiltration_L1_crust2	infiltration_L1_crust3	infiltration_L1_veg	drainage_L1_crust0	drainage_L1_crust1	drainage_L1_crust2	drainage_L1_crust3	drainage_L1_veg	drainage_L2_crust0	drainage_L2_crust1	drainage_L2_crust2	drainage_L2_crust3	drainage_L2_veg	QD_L0_crust0	QD_L0_crust1	QD_L0_crust2	QD_L0_crust3	QD_L0_veg	EP_L1_crust0	EP_L1_crust1	EP_L1_crust2	EP_L1_crust3	EP_L1_veg
0	82	17	0	16.1267	0	0	0	0	0	0	0	0.210717	0	0.212908	0	0	0.257252	0	0.241945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.32397	0	1.23355
0	82	18	0	15.1033	0	0	0	0	0	0	0	0.210814	0	0.212968	0	0	0.257179	0	0.241899	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.32397	0	1.23355
0	82	19	0	14.0867	0	0	0	0	0	0	0	0.21091	0	0.213028	0	0	0.257107	0	0.241854	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.32397	0	1.23355
0	82	20	0	13.5733	0	0	0	0	0	0	0	0.211006	0	0.213088	0	0	0.257035	0	0.241809	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.32397	0	1.23355
0	82	21	0	13.06	0	0	0	0	0	0	0	0.211102	0	0.213148	0	0	0.256963	0	0.241765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.32397	0	1.23355
0	82	22	0	12.8033	0	0	0	0	0	0	0	0.211197	0	0.213207	0	0	0.256892	0	0.24172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.32397	0	1.23355
0	82	23	0	12.03	0	0	0	0	0	0	0	0.190268	0	0.193678	0	0	0.256821	0	0.235463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.26144	0	1.1753
0	83	0	0	12.42	0	0	0	0	0	0	0	0.190407	0	0.193765	0	0	0.256717	0	0.235398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.26144	0	1.1753
0	83	1	0	12.8067	0	0	0	0	0	0	0	0.190544	0	0.193852	0	0	0.256613	0	0.235333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.26144	0	1.1753
0	83	2	0	11.8967	0	0	0	0	0	0	0	0.190682	0	0.193938	0	0	0.25651	0	0.235269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.26144	0	1.1753
0	83	3	0	10.34	0	0	0	0	0	0	0	0.190819	0	0.194024	0	0	0.256408	0	0.235204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.26144	0	1.1753
0	83	4	0	10.34	0	0	0	0	0	0	0	0.190955	0	0.194109	0	0	0.256306	0	0.23514	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.26144	0	1.1753
0	83	5	0	10.47	0	0	0	0	0	0	0	0.191091	0	0.194195	0	0	0.256204	0	0.235076	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.26144	0	1.1753
0	83	6	0	9.55333	0	0	0	0	0	0	0	0.191226	0	0.19428	0	0	0.256102	0	0.235012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.26144	0	1.1753
0	83	7	0	9.55667	0	0	0	0	0	0	0	0.191361	0	0.194364	0	0	0.256001	0	0.234949	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.26144	0	1.1753
0	83	8	0	11.8933	0	0	0	0	0	0	0	0.191495	0	0.194449	0	0	0.2559	0	0.234885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.26144	0	1.1753
0	83	9	0	17.3933	0	0	0	0	0	0	0	0.191629	0	0.194533	0	0	0.2558	0	0.234822	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.26144	0	1.1753
0	83	10	0	20.6967	0	0	0	0	0	0	0	0.191763	0	0.194617	0	0	0.2557	0	0.23476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.26144	0	1.1753
0	83	11	0	19.4233	0	0	0	0	0	0	0	0.191896	0	0.1947	0	0	0.2556	0	0.234697	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.26144	0	1.1753
0	83	12	0	19.81	0	0	0	0	0	0	0	0.192028	0	0.194783	0	0	0.255501	0	0.234635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.26144	0	1.1753
0	83	13	0	20.0633	0	0	0	0	0	0	0	0.19216	0	0.194866	0	0	0.255402	0	0.234572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.26144	0	1.1753
0	83	14	0	19.68	0	0	0	0	0	0	0	0.192292	0	0.194949	0	0	0.255303	0	0.234511	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.26144	0	1.1753
0	83	15	0	19.42	0	0	0	0	0	0	0	0.192423	0	0.195031	0	0	0.255205	0	0.234449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.26144	0	1.1753
0	83	16	0	18.9133	0	0	0	0	0	0	0	0.192553	0	0.195113	0	0	0.255107	0	0.234387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.26144	0	1.1753
0	83	17	0	19.68	0	0	0	0	0	0	0	0.192683	0	0.195194	0	0	0.255009	0	0.234326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.26144	0	1.1753
0	83	18	0	19.1667	0	0	0	0	0	0	0	0.192813	0	0.195276	0	0	0.254912	0	0.234265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.26144	0	1.1753
0	83	19	0	17.7733	0	0	0	0	0	0	0	0.192942	0	0.195357	0	0	0.254815	0	0.234204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.26144	0	1.1753
0	83	20	0	16.2533	0	0	0	0	0	0	0	0.19307	0	0.195438	0	0	0.254719	0	0.234144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.26144	0	1.1753
0	83	21	0	16.38	0	0	0	0	0	0	0	0.193199	0	0.195518	0	0	0.254623	0	0.234083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.26144	0	1.1753
0	83	22	0	16.76	0	0	0	0	0	0	0	0.193326	0	0.195598	0	0	0.254527	0	0.234023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.26144	0	1.1753
0	83	23	0	16.2533	0	0	0	0	0	0	0	0.171943	0	0.175636	0	0	0.254432	0	0.227608	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.29064	0	1.20251
0	84	0	0	17.0133	0	0	0	0	0	0	0	0.172114	0	0.175744	0	0	0.254303	0	0.227526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.29064	0	1.20251
0	84	1	0	14.2167	0	0	0	0	0	0	0	0.172285	0	0.175852	0	0	0.254175	0	0.227446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.29064	0	1.20251
0	84	2	0	13.83	0	0	0	0	0	0	0	0.172455	0	0.175959	0	0	0.254047	0	0.227365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.29064	0	1.20251
0	84	3	0	12.6767	0	0	0	0	0	0	0	0.172625	0	0.176066	0	0	0.25392	0	0.227285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.29064	0	1.20251
0	84	4	0	12.1567	0	0	0	0	0	0	0	0.172794	0	0.176173	0	0	0.253793	0	0.227205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.29064	0	1.20251
0	84	5	0	13.0633	0	0	0	0	0	0	0	0.172962	0	0.176279	0	0	0.253667	0	0.227126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.29064	0	1.20251
0	84	6	0	12.16	0	0	0	0	0	0	0	0.17313	0	0.176384	0	0	0.253541	0	0.227046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.29064	0	1.20251
0	84	7	0	12.55	0	0	0	0	0	0	0	0.173297	0	0.17649	0	0	0.253416	0	0.226967	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.29064	0	1.20251
0	84	8	0	14.7167	0	0	0	0	0	0	0	0.173464	0	0.176595	0	0	0.253291	0	0.226889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.29064	0	1.20251
